Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Change Opening,$ Change Close
2019-06-27,Adaptive Biotechnologies ,ADPT,Goldman Sachs/ J.P. Morgan/ BofA Merrill Lynch,20.0,39.01,40.3,101.5,19.01,20.3
2019-06-27,BridgeBio Pharma,BBIO,J.P. Morgan/ Goldman Sachs/ Jefferies/ SVB Leerink/ KKR/ Piper Jaffray/ Mizuho Securities/ BMO Capital Markets/ Raymond James,17.0,30.61,27.55,62.06,13.61,10.55
2019-06-27,Change Healthcare ,CHNG,Barclays/ Goldman Sachs/ J.P. Morgan,13.0,14.0,15.0,15.38,1.0,2.0
2019-06-27,Morphic Holding ,MORF,Jefferies/ Cowen/ BMO Capital Markets/ Wells Fargo Securities,15.0,18.0,18.0,20.0,3.0,3.0
2019-06-27,Churchill Capital Corp II ,CCX.U,Citigroup,10.0,10.2,10.14,1.4,0.2,0.14
2019-06-28,Karuna Therapeutics ,KRTX,Goldman Sachs/ Citigroup/ Wells Fargo Securities,16.0,18.5,20.02,25.13,2.5,4.02
2019-06-28,The RealReal ,REAL,Credit Suisse/ BofA Merrill Lynch/ UBS Investment Bank,20.0,28.0,28.9,44.5,8.0,8.9
2019-07-12,Pivotal Investment Corporation II ,PIC.U,Cantor/ BTIG,10.0,10.1,10.11,1.1,0.1,0.11
2019-07-12,SC Health ,SCPE.U,Credit Suisse,10.0,10.13,10.19,1.88,0.13,0.19
2019-07-12,Tuscan Holdings Corp. II,THCAU,EarlyBirdCapital,10.0,10.05,10.04,0.4,0.05,0.04
2019-07-17,DouYu International Holdings ,DOYU,Morgan Stanley/ J.P. Morgan/ BofA Merrill Lynch/ CMBI,11.5,11.02,11.5,0.0,-0.48,0.0
2019-07-18,AssetMark Financial Holdings ,AMK,J.P. Morgan/ Goldman Sachs/ Credit Suisse/ Huatai Securities (USA),22.0,25.45,27.04,22.91,3.45,5.04
2019-07-18,Fulcrum Therapeutics ,FULC,Morgan Stanley/ BofA Merrill Lynch/ SVB Leerink,16.0,14.5,13.5,-15.63,-1.5,-2.5
2019-07-18,Genmab A/S ,GMAB,BofA Merrill Lynch/ Morgan Stanley/ Jefferies,17.75,18.25,18.18,2.42,0.5,0.43
2019-07-18,Conyers Park II Acquisition ,CPAA.U,Deutsche Bank Securities/ Goldman Sachs,10.0,10.2,10.23,2.3,0.2,0.23
2019-07-18,Oaktree Acquisition ,OAC.U,Credit Suisse/ Deutsche Bank Securities,10.0,10.1,10.13,1.3,0.1,0.13
2019-07-18,Owl Rock Capital ,ORCC,"Goldman Sachs/ BofA Merrill Lynch/ RBC Capital Markets/ SunTrust Robinson Humphrey/ Wells Fargo Securities/ Credit Suisse/ Deutsche Bank Securities/ JMP Securities/ Keefe, Bruyette & Woods (A Stifel Company)/ Morgan Stanley/ SOCIETE ",15.3,15.5,15.49,1.24,0.2,0.19
2019-07-18,Phreesia ,PHR,J.P. Morgan/ Wells Fargo Securities/ William Blair/ Allen & Company/ Piper Jaffray,18.0,26.75,25.08,39.33,8.75,7.08
2019-07-18,Mirum Pharmaceuticals  ,MIRM,Citigroup/ Evercore ISI/ Guggenheim Securities,15.0,13.0,13.21,-11.93,-2.0,-1.79
2019-07-19,Afya Limited,AFYA,BofA Merrill Lynch/ Goldman Sachs/ UBS Investment Bank/ Itaú BBA,19.0,23.5,24.06,26.63,4.5,5.06
2019-07-19,Intercorp Financial Services ,IFS,BofA Merrill Lynch/ J.P. Morgan/ Itaú BBA,46.0,46.0,46.11,0.24,0.0,0.11
2019-07-19,Medallia ,MDLA,BofA Merrill Lynch/ Citigroup/ Wells Fargo Securities/ Credit Suisse,21.0,34.0,37.05,76.43,13.0,16.05
2019-07-25,Livongo Health ,LVGO,Morgan Stanley/ Goldman Sachs/ J.P. Morgan,28.0,40.51,38.1,36.07,12.51,10.1
2019-07-25,Castle Biosciences ,CSTL,SVB Leerink/ Baird,16.0,20.0,21.4,33.75,4.0,5.4
2019-07-25,Health Catalyst ,HCAT,Goldman Sachs/ J.P. Morgan/ William Blair,26.0,37.5,39.17,50.65,11.5,13.17
2019-07-25,ProSight Global ,PROS,Goldman Sachs/ Barclays/ BofA Merrill Lynch,14.0,16.0,17.07,21.93,2.0,3.07
2019-07-25,Sunnova Energy International ,NOVA,BofA Merrill Lynch/ J.P. Morgan/ Goldman Sachs/ Credit Suisse,12.0,11.05,11.25,-6.25,-0.95,-0.75
2019-07-25,Fellazo ,FLLCU,Maxim Group,10.0,10.0,9.95,-0.5,0.0,-0.05
2019-07-26,"Vista Oil & Gas, S.A.B. de C.V. ",VIST,Citigroup/ Credit Suisse,9.25,8.25,9.1,-1.62,-1.0,-0.15
2019-07-26,Blue Hat Interactive Entertainment Technology ,BHAT,ViewTrade Securities,4.0,4.49,4.58,14.5,0.49,0.58
2019-07-26,Switchback Energy Acquisition ,SBE.U,Goldman Sachs/ Citigroup,21.0,34.0,37.05,76.43,13.0,16.05
2019-07-26,Wanda Sports Group ,WSG,Morgan Stanley/ Deutsche Bank Securities/ Citigroup,8.0,6.0,5.16,-35.5,-2.0,-2.84
2019-07-31,Borr Drilling Limited ,BORR,Goldman Sachs/ DNB Markets,9.3,9.54,9.77,5.05,0.24,0.47
2019-07-31,Netfin Acquisition ,NFINU,B. Riley FBR,10.0,10.0,10.02,0.2,0.0,0.02
2019-08-01,Dynatrace Holdings ,DT,Goldman Sachs/ J.P. Morgan/ Citigroup,16.0,25.5,23.85,49.06,9.5,7.85
2019-08-01,Kura Sushi USA  ,KRUS,BMO Capital Markets/ Stephens,14.0,14.89,19.61,40.07,0.89,5.61
2019-08-01,Sundial Growers ,SNDL,Cowen/ BMO Capital Markets/ Barclays,13.0,13.01,8.48,-34.77,0.01,-4.52
2019-08-02,Orisun Acquisition ,ORSNU,Chardan,10.0,10.0,10.0,0.0,0.0,0.0
2019-08-05,AMTD International ,HKIB,AMTD Global Markets/ Tiger Brokers,8.38,8.91,10.07,20.17,0.53,1.69
2019-08-08,InMode Ltd. ,INMD,​Barclays/ UBS Investment Bank/ Canaccord Genuity,14.0,13.5,13.57,-3.07,-0.5,-0.43
2019-08-08,Silver Spike Acquisition (SSPKU) (u),SSPKU,Credit Suisse,10.0,10.0,10.0,0.0,0.0,0.0
2019-08-09,Thunder Bridge Acquisition II (THBRU) (u),THBRU,Morgan Stanley/ Cantor,10.0,10.07,10.07,0.7,0.07,0.07
2019-08-15,9F ,JFU,Credit Suisse,9.5,10.88,9.58,0.84,1.38,0.08
2019-08-15,CrossFirst Bankshares ,CFG,"Keefe, Bruyette & Woods (A Stifel Company)/ RAYMOND JAMES/ Stephens/ Sandler O’Neill + Partners, L.P.",14.5,14.5,14.6,0.69,0.0,0.1
2019-09-11,New Providence Acquisition ,NPAUU,BTIG,10.0,10.02,10.04,0.4,0.02,0.04
2019-09-12,SmileDirectClub ,SDC,J.P. Morgan/ Citigroup/ BofA Merrill Lynch/ Jefferies/ UBS Investment Bank/ Credit Suisse ,23.0,20.55,16.67,-27.52,-2.45,-6.33
2019-09-12,10x Genomics ,TXG,J.P. Morgan/ Goldman Sachs/ BofA Merrill Lynch,39.0,54.0,52.75,35.26,15.0,13.75
2019-09-13,SpringWorks Therapeutics (SWTX),SWTX,​J.P. Morgan/ Goldman Sachs/ Cowen​,18.0,24.5,22.63,25.72,6.5,4.63
2019-09-13,Experience Investment ,EXPCU,Deutsche Bank Securities/ Citigroup/ J.P. Morgan,10.0,10.0,10.01,0.1,0.0,0.01
2019-09-13,Satsuma Pharmaceuticals ,STSA,Credit Suisse/ SVB Leerink/ Evercore,15.0,19.0,16.9,12.67,4.0,1.9
2019-09-13,Cloudflare ,NET,Goldman Sachs/ Morgan Stanley/ J.P. Morgan,15.0,18.0,18.0,20.0,3.0,3.0
2019-09-17,Apex Technology Acquisition ,APXTU,Cantor,10.0,10.11,10.15,1.5,0.11,0.15
2019-09-18,Envista Holdings ,NVST,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,22.0,26.65,27.95,27.05,4.65,5.95
2019-09-18,IGM Biosciences ,IGMS,Jefferies/ Piper Jaffray/ Stifel/ Guggenheim Securities,16.0,18.31,24.3,51.88,2.31,8.3
2019-09-19,Ping Identity Holding  ,PING,Goldman Sachs/ BofA Merrill Lynch/ RBC Capital Markets/ Citigroup,15.0,18.75,20.11,34.07,3.75,5.11
2019-09-19,Datadog ,DDOG,Morgan Stanley/ Goldman Sachs/ J.P. Morgan/ Credit Suisse,27.0,40.35,37.55,39.07,13.35,10.55
2019-09-19,Exagen ,XGN,Cowen/ Cantor/ William Blair ,14.0,16.8,18.58,32.71,2.8,4.58
2019-09-26,Oportun Financial ,OPRT,"Barclays/ J.P. Morgan/ Jefferies/ Keefe, Bruyette & Woods (A Stifel Company)",15.0,15.7,16.17,7.8,0.7,1.17
2019-09-26,Peloton Interactive ,PTON,Goldman Sachs/ J.P. Morgan,29.0,27.0,25.76,-11.17,-2.0,-3.24
2019-10-03,Frequency Therapeutics ,FREQ,J.P. Morgan/ Goldman Sachs/ Cowen,14.0,11.2,13.7,-2.14,-2.8,-0.3
2019-10-03,Viela Bio ,VIE,Goldman Sachs/ Morgan Stanley/ Cowen,19.0,21.5,23.41,23.21,2.5,4.41
2019-10-03,Aprea Therapeutics ,APRE,J.P. Morgan/ Morgan Stanley/ RBC Capital Markets,15.0,15.46,20.5,36.67,0.46,5.5
2019-10-10,BioNTech SE ,BNTX,J.P. Morgan/ BofA Merrill Lynch/ UBS Investment Bank/ SVB Leerink,15.0,16.5,14.24,-5.07,1.5,-0.76
2019-10-11,HBT Financial ,HBT,"Keefe, Bruyette & Woods (A Stifel Company)/ J.P. Morgan",15.0,16.2,15.54,3.6,1.2,0.54
2019-10-11,Vir Biotechnology ,VIR,Goldman Sachs/ J.P. Morgan/ Cowen/ Barclays,20.0,16.15,14.02,-29.9,-3.85,-5.98
2019-10-17,BellRing Brands ,BRBR,Morgan Stanley/ Citigroup/ J.P. Morgan/ Goldman Sachs,14.0,15.5,16.5,17.86,1.5,2.5
2019-10-18,Galileo Acquisition ,GLEO.U,EarlyBirdCapital,10.0,10.06,10.04,0.4,0.06,0.04
2019-10-18,Union Acquisition Corp. II ,LATNU,Cantor,10.0,10.1,10.1,1.0,0.1,0.1
2019-10-24,BRP Group,BRP,J.P. Morgan/ BofA Merrill Lynch,14.0,17.38,16.37,16.93,3.38,2.37
2019-10-25,Aesthetic Medical International Holdings Group ,AIH,Cantor/ Haitong International/ Prime Number Capital,12.0,12.16,10.03,-16.42,0.16,-1.97
2019-10-25,Progyny ,PGNY,J.P. Morgan/ Goldman Sachs/ BofA Merrill Lynch,13.0,13.5,15.94,22.62,0.5,2.94
2019-10-25,Phathom Pharmaceuticals ,PHAT,Goldman Sachs/ Jefferies/ Evercore ISI,19.0,22.5,24.6,29.47,3.5,5.6
2019-10-25,Youdao ,DAO,Citigroup/ Morgan Stanley,17.0,13.5,12.5,-26.47,-3.5,-4.5
2019-10-25,Cabaletta Bio ,CABA,Morgan Stanley/ Cowen and Company/ Evercore Group,11.0,9.0,10.0,-9.09,-2.0,-1.0
2019-10-25,TFF Pharmaceuticals ,TFFP,National Securities,5.0,5.19,5.07,1.4,0.19,0.07
2019-10-25,Happiness Biology Technology Group ,HAPP,Univest Securities,5.5,4.9,4.5,-18.18,-0.6,-1.0
2019-10-31,Oyster Point Pharma ,OYST,J.P. Morgan/ Cowen/ Piper Jaffray,16.0,16.5,18.78,17.38,0.5,2.78
2019-10-31,RAPT Therapeutics ,RAPT,BMO Capital Markets/ Wells Fargo Securities/ UBS Investment Bank,12.0,12.25,13.0,8.33,0.25,1.0
2019-11-01,Osprey Technology Acquisition,SFTW.U,Credit Suisse,10.0,10.0,10.0,0.0,0.0,0.0
2019-11-01,Fangdd Network Group ,DUO,Morgan Stanley/ Citigroup/ UBS/ CICC/ AMTD,13.0,13.0,13.0,0.0,0.0,0.0
2019-11-01,FinServ Acquisition ,FSRVU,Barclays/ Cantor,10.0,10.06,10.06,0.6,0.06,0.06
2019-11-05,Merida Merger ,MCMJU,EarlyBirdCapital,10.0,10.0,10.0,0.0,0.0,0.0
2019-11-05,Q&K International Group,QK,Morgan Stanley/ CICC,17.0,17.35,17.64,3.76,0.35,0.64
2019-11-07,LGL Systems Acquisition ,DFNSU,Jefferies,10.0,10.03,10.04,0.4,0.03,0.04
2019-11-07,Centogene B.V. ,CNTG,SVB Leerink/ Evercore ISI,14.0,14.1,12.49,-10.79,0.1,-1.51
2019-11-07,Galera Therapeutics ,GRTX,BofA Merrill Lynch/ Citigroup/ Credit Suisse,12.0,12.5,12.0,0.0,0.5,0.0
2019-11-07,Silvergate Capital ,SI,"Barclays/ Keefe, Bruyette & Woods (A Stifel Company)",12.0,12.75,12.52,4.33,0.75,0.52
2019-11-08,Juniper Industrial Holdings (JIH.U) (u),JIH.U,UBS Investment Bank,10.0,10.0,10.0,0.0,0.0,0.0
2019-11-08,ECMOHO ,MOHO,UBS Investment Bank/ CICC,10.0,10.1,10.1,1.0,0.1,0.1
2019-11-08,36Kr Holdings ,KRKR,Credit Suisse/ CICC,14.5,12.58,13.06,-9.93,-1.92,-1.44
2019-11-08,Stable Road Acquisition ,SRACU,Cantor,10.0,10.12,10.05,0.5,0.12,0.05
2019-11-08,CNS Pharmaceuticals ,CNSP,Benchmark,4.0,4.11,4.57,14.25,0.11,0.57
2019-11-08,TELA Bio ,TELA,Jefferies/ Piper Jaffray,13.0,13.75,13.35,2.69,0.75,0.35
2019-11-11,89bio ,ETNB,BofA Merrill Lynch/ SVB Leerink/ RBC Capital Markets,16.0,20.0,20.8,30.0,4.0,4.8
2019-11-12,YayYo ,YAYO,Aegis Capital/ WestPark Capital,4.0,4.05,3.55,-11.25,0.05,-0.45
2019-11-19,GreenVision Acquisition ,GRNVU,I-Bankers Securities ,10.0,10.03,10.03,0.3,0.03,0.03
2019-11-20,Amplitude Healthcare Acquisition ,AMHCU,BMO Capital Markets/ SVB Leerink,10.0,9.98,10.0,0.0,-0.02,0.0
2019-11-20,Software Acquisition Group ,SAQNU,B. Riley FBR,10.0,10.08,10.07,0.7,0.08,0.07
2019-11-21,Canaan ,CAN,Citigroup/ China Renaissance/ CMBI,9.0,12.6,8.99,-0.11,3.6,-0.01
2019-11-21,SiTime ,SITM,Barclays/ Stifel,13.0,16.9,18.65,43.46,3.9,5.65
2019-11-22,Alpine Income Property Trust ,PINE,Raymond James/Baird/B. Riley FBR/BMO Capital Markets,19.0,19.0,19.0,0.0,0.0,0.0
2019-11-22,CHP Merger,CHPMU,J.P. Morgan/ Credit Suisse/ Morgan Stanley,10.0,10.04,10.05,0.5,0.04,0.05
2019-11-22,PropTech Acquisition ,PTACU,Cantor,10.0,10.1,10.11,1.1,0.1,0.11
2019-11-26,Alussa Energy Acquisition (ALUSU) (u),ALUS.U,BTIG,10.0,10.03,10.02,0.2,0.03,0.02
2019-12-05,LMP Automotive Holdings ,LMPX,ThinkEquity (a division of Fordham Financial Management),5.0,5.0,5.36,7.2,0.0,0.36
2019-12-11,XP Inc. ,XP,Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ XP Investments/ Itaú BBA,27.0,32.75,34.46,27.63,5.75,7.46
2019-12-11,LIV Capital Acquisition ,LIVKU,EarlyBirdCapital,10.01,10.01,10.02,0.1,0.0,0.01
2019-12-12,Bill.com Holdings ,BILL,Goldman Sachs/ BofA Securities/ Jefferies/ KeyBanc Capital Markets,22.0,37.5,35.5,61.36,15.5,13.5
2019-12-12,EHang Holdings,EH,Morgan Stanley/ Credit Suisse,12.5,12.55,12.49,-0.08,0.05,-0.01
2019-12-13,CIIG Merger,CIICU,UBS Investment Bank/ Barclays,10.0,10.02,10.18,1.8,0.02,0.18
2019-12-13,Healthcare Merger,HCCOU,Cantor,10.0,10.16,10.3,3.0,0.16,0.3
2019-12-13,OneConnect Financial Technology ,OCFT,Morgan Stanley/ Goldman Sachs (Asia)/ J.P. Morgan/ Ping An of China Securities (Hong Kong),10.0,10.51,10.0,0.0,0.51,0.0
2019-12-13,Sprout Social ,SPT,Goldman Sachs/ Morgan Stanley,17.0,18.05,16.6,-2.35,1.05,-0.4
2019-12-19,Indonesia Energy ,INDO,Maxim Group,11.0,11.0,10.5,-4.55,0.0,-0.5
2019-12-19,Monopar Therapeutics ,MNPR,JonesTrading,8.0,8.35,26.5,231.25,0.35,18.5
2019-12-30,Molecular Data ,MKD,AMTD/ Fosun Hani/ Boustead Securities,5.38,6.0,5.46,1.49,0.62,0.08
2020-01-17,I-Mab ,IMAB,Jefferies/ CICC,14.0,14.75,12.75,-8.93,0.75,-1.25
2020-01-17,Velocity Financial ,VEL,Wells Fargo Securities/ Citigroup/ JMP Securities,13.0,13.85,13.51,3.92,0.85,0.51
2020-01-17,Phoenix Tree Holdings Ltd. ,DNK,Citigroup/ Credit Suisse/ J.P. Morgan,13.5,13.5,13.5,0.0,0.0,0.0
2020-01-17,LIZHI ,LIZI,Credit Suisse/ Citigroup,11.0,11.03,11.63,5.73,0.03,0.63
2020-01-24,Gores Holdings IV ,GHIVU,Deutsche Bank Securities,10.0,10.52,10.45,4.5,0.52,0.45
2020-01-24,SCVX Corp. ,SCVXU,Credit Suisse,10.0,10.3,10.32,3.2,0.3,0.32
2020-01-28,AnPac Bio-Medical Science ,ANPC,WestPark Capital,12.0,12.0,11.25,-6.25,0.0,-0.75
2020-01-29,Annovis Bio ,ANVS,ThinkEquity (a division of Fordham Financial Management ),6.0,6.63,9.59,59.83,0.63,3.59
2020-01-29,Black Diamond Therapeutics ,BDTX,J.P. Morgan/ Jefferies/ Cowen,19.0,33.0,39.48,107.79,14.0,20.48
2020-01-31,1Life Healthcare ,OWEM,J.P. Morgan/ Morgan Stanley,14.0,18.0,22.07,57.64,4.0,8.07
2020-01-31,Arcutis Biotherapeutics,ARQT,Goldman Sachs/ Cowen/ Guggenheim Securities,17.0,23.05,21.8,28.24,6.05,4.8
2020-01-31,Reynolds Consumer Products ,REYN,Credit Suisse/ Goldman Sachs/ J.P. Morgan ,26.0,27.5,28.55,9.81,1.5,2.55
2020-02-04,InterPrivate Acquisition ,IPV.U,EarlyBirdCapital,10.0,10.09,10.1,1.0,0.09,0.1
2020-02-06,Casper Sleep ,CSPR,Morgan Stanley/ Goldman Sachs/ Jefferies,12.0,14.5,13.5,12.5,2.5,1.5
2020-02-06,Beam Therapeutics ,BEAM,J.P. Morgan/ Jefferies/ Barclays,17.0,24.0,18.75,10.29,7.0,1.75
2020-02-06,Schrodinger ,SDGR,Morgan Stanley/ BofA Securities/ Jefferies/ BMO Capital Markets,17.0,26.0,28.64,68.47,9.0,11.64
2020-02-06,PPD ,PPD,Barclays/ J.P. Morgan/ Morgan Stanley/ Goldman Sachs/ BofA Securities/ Credit Suisse/ Jefferies/ UBS Investment Bank/ Citigroup/ Deutsche Bank Securities/ Evercore ISI/ HSBC/ Mizuho Securities/ Baird/ William Blair,27.0,31.0,30.0,11.11,4.0,3.0
2020-02-07,NexPoint Real Estate Finance ,NREF,Raymond James,19.0,16.0,18.8,-1.05,-3.0,-0.2
2020-02-07,OneWater Marine ,ONEW,Raymond James/ Baird/ SunTrust Robinson Humphrey,12.0,15.02,15.14,26.17,3.02,3.14
2020-02-07,Professional Holding ,PFHD,"Stephens/ Keefe, Bruyette & Woods (A Stifel Company​)",18.5,19.31,19.55,5.68,0.81,1.05
2020-02-11,Greenrose Acquisition ,GNRSU,Imperial Capital,10.0,10.02,10.07,0.7,0.02,0.07
2020-02-11,CITIC Capital Acquisition (CCAC.U) (u),CCAC.U,Credit Suisse,10.0,10.26,10.2,2.0,0.26,0.2
2020-02-12,Huize Holding Ltd. ,HUIZ,Citigroup/ CICC,10.5,10.62,10.0,-4.76,0.12,-0.5
2020-02-13,Yunhong International ,ZGYHU,Maxim Group LLC,10.0,10.01,10.0,0.0,0.01,0.0
2020-02-13,Revolution Medicines ,RVMD,J.P. Morgan/ Cowen/ SVB Leerink/ Guggenheim Securities,17.0,28.21,28.9,70.0,11.21,11.9
2020-02-13,Muscle Maker ,GRIL,Alexander Capital,5.0,4.7,3.86,-22.8,-0.3,-1.14
2020-02-14,Newborn Acquisition ,NBACU,Chardan,10.0,10.02,10.05,0.5,0.02,0.05
2020-02-14,Churchill Capital Corp. III ,CCXX.U,Citigroup/ Goldman Sachs,10.0,10.58,10.51,5.1,0.58,0.51
2020-02-20,East Stone Acquisition ,ESSCU,I-Bankers Securities,10.0,10.05,10.01,0.1,0.05,0.01
2020-02-21,dMY Technology Group ,DMYT.U,Goldman Sachs/ UBS Investment Bank,10.0,10.31,10.34,3.4,0.31,0.34
2020-02-24,ZHONGCHAO ,ZCMD,Network 1 Financial Securities,4.0,4.34,4.0,0.0,0.34,0.0
2020-02-28,Passage BIO ,PASG,J.P. Morgan/ Goldman Sachs/ Cowen,18.0,22.27,22.2,23.33,4.27,4.2
2020-03-03,GFL Environmental Holdings,GFL,JPMorgan/ BMO Capital Markets/ Goldman Sachs/ RBC Capital Markets/ Scotiabank,19.0,17.5,16.8,-11.58,-1.5,-2.2
2020-03-06,Flying Eagle Acquisition,FEAC.U,Goldman Sachs/ DNB Markets,10.0,10.45,10.4,4.0,0.45,0.4
2020-03-06,LifeSci Acquisition,LSACU,Chardan,10.0,10.1,10.25,2.5,0.1,0.25
2020-03-11,DFP Healthcare Acquisitions ,DFPHU,Deutsche Bank Securities,10.0,10.18,10.2,2.0,0.18,0.2
2020-03-12,IMARA ,IMRA,Morgan Stanley/ Citigroup/ SVB Leerink,16.0,14.0,15.0,-6.25,-2.0,-1.0
2020-04-01,WiMi Hologram Cloud ,WIMI,Benchmark Company/ Maxim Group/ China Merchants Securities (HK)/ AMTD Global Markets,5.5,6.0,5.5,0.0,0.5,0.0
2020-04-03,Zentalis Pharmaceuticals ,ZNTL,Morgan Stanley/ Jefferies/ SVB Leerink/ Guggenheim Securities ,18.0,25.2,23.2,28.89,7.2,5.2
2020-04-08,Keros Therapeutics ,KROS,Jefferies/ SVB Leerink/ Piper Sandler,16.0,20.85,20.08,25.5,4.85,4.08
2020-04-22,Social Capital Hedosophia Holdings Corp. III,IPOC.U,Credit Suisse,10.0,10.08,10.07,0.7,0.08,0.07
2020-04-24,CC Neuberger Principal Holdings I ,PCPL.U,Goldman Sachs/ BofA Securities,10.0,10.05,10.06,0.6,0.05,0.06
2020-04-24,Chardan Healthcare Acquisition 2 ,CHAQ.U,Chardan,10.0,10.0,9.98,-0.2,0.0,-0.02
2020-04-24,ORIC Pharmaceuticals ,ORIC,J.P. Morgan/ Citigroup/ Jefferies/ Guggenheim Securities,16.0,26.0,25.77,61.06,10.0,9.77
2020-04-28,Social Capital Hedosophia Holdings Corp. II ,IPOB.U,Credit Suisse,10.0,10.15,10.12,1.2,0.15,0.12
2020-04-30,Fortress Value Acquisition (FVAC.U) (u),FVAC.U,Deutsche Bank Securities,10.0,10.05,10.06,0.6,0.05,0.06
2020-05-01,Collective Growth ,CGROU,Cantor,10.0,10.0,9.96,-0.4,0.0,-0.04
2020-05-01,Lyra Therapeutics ,LYRA,BofA Securities/ Jefferies/ William Blair,16.0,21.0,18.56,16.0,5.0,2.56
2020-05-05,Roth CH Acquisition ,ROCHU,Roth Capital Partners/ Craig-Hallum Capital Group,10.0,9.95,9.94,-0.6,-0.05,-0.06
2020-05-06,Sustainable Opportunities Acquisition ,SOAC.U,Citigroup,10.0,9.9,9.93,-0.7,-0.1,-0.07
2020-05-06,Live Oak Acquisition ,LOAK.U,Jefferies,10.0,10.0,9.88,-1.2,0.0,-0.12
2020-05-08,Kingsoft Cloud Holdings ,KC,J.P. Morgan/ UBS Investment Bank/ Credit Suisse/ CICC ,17.0,20.37,23.84,40.24,3.37,6.84
2020-05-08,China Liberal Education Holdings (CLEU),CLEU,Boustead Securities,6.0,5.0,4.85,-19.17,-1.0,-1.15
2020-05-08,Ayala Pharmaceuticals ,AYLA,Citigroup/ Jefferies,15.0,15.66,15.03,0.2,0.66,0.03
2020-05-14,GigCapital3 ,GIK.U,Nomura/ Oppenheimer,10.0,9.9,9.91,-0.9,-0.1,-0.09
2020-05-14,Jaws Acquisition ,JWS.U,Credit Suisse,10.0,10.0,10.25,2.5,0.0,0.25
2020-05-15,ADC Therapeutics America SA ,ADCI,Morgan Stanley/ BofA Securities/ Cowen and Company,19.0,30.0,29.65,56.05,11.0,10.65
2020-05-15,Novus Capital,NOVSU,EarlyBirdCapital,10.0,9.97,9.95,-0.5,-0.03,-0.05
2020-05-20, B. Riley Principal Merger ,BMRG.U,B. Riley FBR,10.0,10.0,10.0,0.0,0.0,0.0
2020-05-21,Longview Acquisition ,LGVW.U,Cowen/ UBS Investment Bank,10.0,10.0,10.0,0.0,0.0,0.0
2020-05-21,SelectQuote ,SLQT,Credit Suisse/ Morgan Stanley/ Evercore ISI/ RBC Capital Markets/ Barclays/ Citigroup/ Jefferies,20.0,26.2,27.0,35.0,6.2,7.0
2020-05-22,Inari Medical ,NRAI,BofA Securities/Morgan Stanley,19.0,41.3,42.51,123.74,22.3,23.51
2020-05-27,Foley Trasimene Acquisition,WPF.U,Credit Suisse/ BofA Securities,10.0,10.15,10.18,1.8,0.15,0.18
2020-06-03,Pliant Therapeutics ,PLRX,Citigroup/ Cowen/ Piper Sandler,16.0,25.0,21.3,33.13,9.0,5.3
2020-06-03,Warner Music Group ,WMG,Morgan Stanley/ Credit Suisse/ Goldman Sachs,25.0,27.0,30.12,20.48,2.0,5.12
2020-06-04,ZoomInfo Technologies ,ZI,J.P. Morgan/ Morgan Stanley/ Barclays/ Credit Suisse/ BofA Securities/ Deutsche Bank Securities/ RBC Capital Markets/ UBS Investment Ban/ Wells Fargo Securities,21.0,40.0,34.0,61.9,19.0,13.0
2020-06-05,Shift4 Payments ,FOUR,Citigroup/ Credit Suisse/ Goldman Sachs,23.0,33.0,33.54,45.83,10.0,10.54
2020-06-05,Applied Molecular Transport (AMTI),AMTI,BofA Securities/Jefferies/ SVB Leerink,14.0,26.0,17.98,28.43,12.0,3.98
2020-06-05,ARYA Sciences Acquisition Corp II ,ARYBU,Jefferies/ Goldman Sachs,10.0,10.6,10.79,7.9,0.6,0.79
2020-06-05,Dada Nexus Limited ,DADA,Goldman Sachs (Asia)/ BofA Securities/ Jefferies,16.0,18.3,15.99,-0.06,2.3,-0.01
2020-06-05,Legend Biotech ,LEGN,Morgan Stanley/ J.P. Morgan Securities/ Jefferies,23.0,37.0,37.0,60.87,14.0,14.0
2020-06-05,Mountain Crest Acquisition ,MCACU,Chardan,10.0,10.05,10.04,0.4,0.05,0.04
2020-06-09,Hudson Executive Investment ,HECCU,Citigroup/ J.P. Morgan,10.0,10.19,10.25,2.5,0.19,0.25
2020-06-09,Vroom ,VRM,Goldman Sachs/ BofA Securities/ Allen & Company/ Wells Fargo Securities,22.0,40.25,47.9,117.73,18.25,25.9
2020-06-10,uCloudlink Group ,UCL,I-Bankers Securities/ Valuable Capital Limited,18.0,22.5,17.24,-4.22,4.5,-0.76
2020-06-11,Lantern Pharma ,LTRN,ThinkEquity (a division of Fordham Financial Management) ,15.0,14.8,14.95,-0.33,-0.2,-0.05
2020-06-12,Avidity Biosciences ,RNA,Cowen/ SVB Leerink/ Credit Suisse/ Wells Fargo Securities,18.0,26.5,28.5,58.33,8.5,10.5
2020-06-12,AZEK Company (The),AZEK,Barclays/ BofA Securities/ Goldman Sachs/ Jefferies,23.0,27.5,27.15,18.04,4.5,4.15
2020-06-12,Burning Rock Biotech Ltd. ,BNR,Morgan Stanley/ BofA Securities/ Cowen,16.5,22.8,24.63,49.27,6.3,8.13
2020-06-12,Generation Bio,GBIO,J.P. Morgan/ Jefferies/ Cowen,19.0,22.15,24.69,29.95,3.15,5.69
